Datetime,Humidity,ID
2020060318,93.23,48688154
2020060319,95.56,48688154
2020060320,96.96,48688154
2020060321,97.05,48688154
2020060322,97.31,48688154
2020060323,97.67,48688154
2020060400,97.62,48688154
2020060401,97.39,48688154
2020060402,97.70,48688154
2020060403,98.00,48688154
2020060404,98.42,48688154
2020060405,95.13,48688154
2020060406,91.22,48688154
2020060407,85.09,48688154
2020060408,71.23,48688154
2020060409,61.21,48688154
2020060410,56.68,48688154
2020060411,54.38,48688154
2020060412,53.83,48688154
2020060413,54.74,48688154
2020060414,56.96,48688154
2020060415,61.75,48688154
2020060416,70.37,48688154
2020060417,79.57,48688154
2020060418,87.53,48688154
2020060419,93.70,48688154
2020060420,96.31,48688154
2020060421,97.17,48688154
2020060422,97.45,48688154
2020060423,97.76,48688154
2020060500,97.60,48688154
2020060501,97.74,48688154
2020060502,97.98,48688154
2020060503,97.75,48688154
2020060504,97.85,48688154
2020060505,97.61,48688154
2020060506,96.81,48688154
2020060507,94.85,48688154
2020060508,85.97,48688154
2020060509,74.36,48688154
2020060510,68.95,48688154
2020060511,67.89,48688154
2020060512,70.29,48688154
2020060513,73.83,48688154
2020060514,77.10,48688154
2020060515,80.85,48688154
2020060516,86.43,48688154
2020060517,92.69,48688154
2020060518,96.76,48688154
2020060519,98.11,48688154
2020060520,98.29,48688154
2020060521,98.09,48688154
2020060522,98.16,48688154
2020060523,97.95,48688154
2020060600,97.99,48688154
2020060601,98.03,48688154
2020060602,98.13,48688154
2020060603,98.37,48688154
2020060604,98.68,48688154
2020060605,97.49,48688154
2020060606,95.76,48688154
2020060607,90.60,48688154
2020060608,78.49,48688154
2020060609,69.47,48688154
2020060610,64.16,48688154
2020060611,62.33,48688154
2020060612,62.97,48688154
2020060613,63.19,48688154
2020060614,62.95,48688154
2020060615,61.95,48688154
2020060616,62.84,48688154
2020060617,64.20,48688154
2020060618,68.13,48688154
2020060619,73.73,48688154
2020060620,74.24,48688154
2020060621,76.07,48688154
2020060622,80.12,48688154
2020060623,83.94,48688154
2020060700,85.81,48688154
2020060701,87.43,48688154
2020060702,89.30,48688154
2020060703,91.33,48688154
2020060704,92.77,48688154
2020060705,88.12,48688154
2020060706,79.18,48688154
2020060707,69.90,48688154
2020060708,62.92,48688154
2020060709,58.61,48688154
2020060710,55.19,48688154
2020060711,52.11,48688154
2020060712,49.99,48688154
2020060713,48.69,48688154
2020060714,48.34,48688154
2020060715,49.52,48688154
2020060716,52.62,48688154
2020060717,58.91,48688154
2020060718,68.62,48688154
2020060719,75.50,48688154
2020060720,77.53,48688154
2020060721,80.06,48688154
2020060722,82.57,48688154
2020060723,85.42,48688154
2020060800,88.93,48688154
2020060801,92.40,48688154
2020060802,93.79,48688154
2020060803,96.36,48688154
2020060804,96.89,48688154
2020060805,87.39,48688154
2020060806,76.99,48688154
2020060807,61.97,48688154
2020060808,53.29,48688154
2020060809,48.73,48688154
2020060810,46.48,48688154
2020060811,45.06,48688154
2020060812,44.20,48688154
2020060813,43.83,48688154
2020060814,44.11,48688154
2020060815,45.36,48688154
2020060816,48.13,48688154
2020060817,51.70,48688154
2020060818,68.78,48688154
2020060819,69.14,48688154
2020060820,71.90,48688154
2020060821,75.77,48688154
2020060822,79.23,48688154
2020060823,83.40,48688154
2020060900,87.66,48688154
2020060901,90.33,48688154
2020060902,91.40,48688154
2020060903,91.43,48688154
2020060904,89.91,48688154
2020060905,85.20,48688154
2020060906,73.35,48688154
2020060907,62.86,48688154
2020060908,55.25,48688154
2020060909,51.97,48688154
2020060910,49.88,48688154
2020060911,49.17,48688154
2020060912,49.32,48688154
2020060913,50.07,48688154
2020060914,51.77,48688154
2020060915,54.74,48688154
2020060916,59.30,48688154
2020060917,65.25,48688154
2020060918,73.10,48688154
2020060919,78.75,48688154
2020060920,80.83,48688154
2020060921,82.78,48688154
2020060922,86.00,48688154
2020060923,91.16,48688154
2020061000,96.41,48688154
2020061001,99.77,48688154
2020061002,99.43,48688154
2020061003,98.03,48688154
2020061004,96.72,48688154
2020061005,94.26,48688154
2020061006,87.49,48688154
2020061007,81.64,48688154
2020061008,78.32,48688154
2020061009,76.47,48688154
2020061010,74.00,48688154
2020061011,71.42,48688154
2020061012,70.11,48688154
2020061013,70.51,48688154
2020061014,73.02,48688154
2020061015,76.80,48688154
2020061016,80.35,48688154
2020061017,83.34,48688154
2020061018,88.11,48688154
2020061019,93.60,48688154
2020061020,95.30,48688154
2020061021,95.55,48688154
2020061022,95.63,48688154
2020061023,95.86,48688154
2020061100,96.06,48688154
2020061101,96.24,48688154
2020061102,96.42,48688154
2020061103,96.61,48688154
2020061104,96.58,48688154
2020061105,95.46,48688154
2020061106,93.85,48688154
2020061107,91.84,48688154
2020061108,89.34,48688154
2020061109,85.65,48688154
2020061110,81.37,48688154
2020061111,77.71,48688154
2020061112,75.25,48688154
2020061113,75.04,48688154
2020061114,77.16,48688154
2020061115,79.85,48688154
2020061116,81.54,48688154
2020061117,84.49,48688154
2020061118,90.45,48688154
2020061119,94.74,48688154
2020061120,95.80,48688154
2020061121,96.61,48688154
2020061122,97.10,48688154
2020061123,97.44,48688154
2020061200,97.20,48688154
2020061201,97.45,48688154
2020061202,97.99,48688154
2020061203,98.47,48688154
2020061204,98.11,48688154
2020061205,95.41,48688154
2020061206,89.50,48688154
2020061207,74.57,48688154
2020061208,58.12,48688154
2020061209,51.25,48688154
2020061210,47.32,48688154
2020061211,45.44,48688154
2020061212,45.49,48688154
2020061213,46.50,48688154
2020061214,48.02,48688154
2020061215,51.97,48688154
2020061216,55.66,48688154
2020061217,61.09,48688154
2020061218,72.50,48688154
2020061219,76.10,48688154
2020061220,76.26,48688154
2020061221,77.37,48688154
2020061222,78.02,48688154
2020061223,78.58,48688154
2020061300,78.32,48688154
2020061301,77.24,48688154
2020061302,77.72,48688154
2020061303,79.96,48688154
2020061304,82.16,48688154
2020061305,76.91,48688154
2020061306,64.66,48688154
2020061307,56.73,48688154
2020061308,52.97,48688154
2020061309,50.70,48688154
2020061310,49.12,48688154
2020061311,47.41,48688154
2020061312,45.86,48688154
2020061313,44.69,48688154
2020061314,44.37,48688154
2020061315,44.91,48688154
2020061316,46.96,48688154
2020061317,51.73,48688154
2020061318,62.34,48688154
2020061319,73.00,48688154
2020061320,74.91,48688154
2020061321,76.94,48688154
2020061322,80.26,48688154
2020061323,82.31,48688154
2022050300,100.00,116476822
2022050301,100.00,116476822
2022050302,100.00,116476822
2022050303,100.00,116476822
2022050304,100.00,116476822
2022050305,99.51,116476822
2022050306,93.90,116476822
2022050307,85.47,116476822
2022050308,75.49,116476822
2022050309,68.35,116476822
2022050310,62.93,116476822
2022050311,58.92,116476822
2022050312,57.28,116476822
2022050313,58.58,116476822
2022050314,60.58,116476822
2022050315,64.22,116476822
2022050316,71.22,116476822
2022050317,79.34,116476822
2022050318,85.21,116476822
2022050319,88.68,116476822
2022050320,90.98,116476822
2022050321,92.55,116476822
2022050322,93.57,116476822
2022050323,94.86,116476822
2022050400,95.39,116476822
2022050401,95.79,116476822
2022050402,96.40,116476822
2022050403,96.64,116476822
2022050404,96.96,116476822
2022050405,96.80,116476822
2022050406,96.10,116476822
2022050407,95.40,116476822
2022050408,93.06,116476822
2022050409,90.24,116476822
2022050410,87.85,116476822
2022050411,84.37,116476822
2022050412,80.79,116476822
2022050413,77.71,116476822
2022050414,77.16,116476822
2022050415,78.91,116476822
2022050416,79.75,116476822
2022050417,83.15,116476822
2022050418,85.33,116476822
2022050419,85.07,116476822
2022050420,89.36,116476822
2022050421,93.97,116476822
2022050422,96.29,116476822
2022050423,97.11,116476822
2022050500,97.67,116476822
2022050501,97.52,116476822
2022050502,96.46,116476822
2022050503,96.28,116476822
2022050504,97.50,116476822
2022050505,96.71,116476822
2022050506,89.62,116476822
2022050507,77.14,116476822
2022050508,64.42,116476822
2022050509,56.76,116476822
2022050510,51.96,116476822
2022050511,48.10,116476822
2022050512,45.05,116476822
2022050513,43.24,116476822
2022050514,44.29,116476822
2022050515,46.48,116476822
2022050516,46.39,116476822
2022050517,53.25,116476822
2022050518,61.76,116476822
2022050519,71.86,116476822
2022050520,81.22,116476822
2022050521,87.43,116476822
2022050522,90.89,116476822
2022050523,92.86,116476822
2022050600,94.42,116476822
2022050601,95.25,116476822
2022050602,96.11,116476822
2022050603,96.01,116476822
2022050604,95.50,116476822
2022050605,94.52,116476822
2022050606,94.35,116476822
2022050607,91.47,116476822
2022050608,87.59,116476822
2022050609,83.39,116476822
2022050610,81.81,116476822
2022050611,79.37,116476822
2022050612,76.73,116476822
2022050613,76.98,116476822
2022050614,78.77,116476822
2022050615,81.64,116476822
2022050616,86.15,116476822
2022050617,90.87,116476822
2022050618,94.73,116476822
2022050619,96.54,116476822
2022050620,96.95,116476822
2022050621,97.06,116476822
2022050622,97.18,116476822
2022050623,97.22,116476822
2022050700,96.88,116476822
2022050701,96.11,116476822
2022050702,95.75,116476822
2022050703,95.29,116476822
2022050704,94.53,116476822
2022050705,93.89,116476822
2022050706,91.50,116476822
2022050707,90.31,116476822
2022050708,88.45,116476822
2022050709,84.24,116476822
2022050710,80.63,116476822
2022050711,77.83,116476822
2022050712,76.05,116476822
2022050713,75.71,116476822
2022050714,75.98,116476822
2022050715,76.01,116476822
2022050716,75.55,116476822
2022050717,74.88,116476822
2022050718,76.26,116476822
2022050719,78.60,116476822
2022050720,79.57,116476822
2022050721,80.54,116476822
2022050722,81.61,116476822
2022050723,82.40,116476822
2022050800,82.80,116476822
2022050801,82.92,116476822
2022050802,83.46,116476822
2022050803,83.78,116476822
2022050804,83.93,116476822
2022050805,82.61,116476822
2022050806,78.06,116476822
2022050807,71.47,116476822
2022050808,64.01,116476822
2022050809,57.62,116476822
2022050810,53.10,116476822
2022050811,49.92,116476822
2022050812,47.27,116476822
2022050813,46.26,116476822
2022050814,46.36,116476822
2022050815,47.54,116476822
2022050816,49.61,116476822
2022050817,54.65,116476822
2022050818,61.83,116476822
2022050819,66.72,116476822
2022050820,68.03,116476822
2022050821,69.70,116476822
2022050822,71.88,116476822
2022050823,74.24,116476822
2022050900,75.93,116476822
2022050901,78.01,116476822
2022050902,81.23,116476822
2022050903,83.96,116476822
2022050904,84.64,116476822
2022050905,81.16,116476822
2022050906,71.86,116476822
2022050907,57.45,116476822
2022050908,49.08,116476822
2022050909,43.93,116476822
2022050910,40.90,116476822
2022050911,38.99,116476822
2022050912,38.03,116476822
2022050913,38.08,116476822
2022050914,39.09,116476822
2022050915,40.80,116476822
2022050916,43.57,116476822
2022050917,48.34,116476822
2022050918,54.17,116476822
2022050919,57.52,116476822
2022050920,57.62,116476822
2022050921,58.28,116476822
2022050922,63.75,116476822
2022050923,66.22,116476822
2022051000,68.21,116476822
2022051001,70.45,116476822
2022051002,73.55,116476822
2022051003,74.84,116476822
2022051004,75.46,116476822
2022051005,72.75,116476822
2022051006,65.48,116476822
2022051007,53.89,116476822
2022051008,44.86,116476822
2022051009,41.52,116476822
2022051010,40.80,116476822
2022051011,40.92,116476822
2022051012,41.16,116476822
2022051013,41.97,116476822
2022051014,43.18,116476822
2022051015,44.98,116476822
2022051016,48.37,116476822
2022051017,55.61,116476822
2022051018,64.50,116476822
2022051019,68.57,116476822
2022051020,70.60,116476822
2022051021,71.20,116476822
2022051022,70.56,116476822
2022051023,70.75,116476822
2022051100,71.12,116476822
2022051101,71.42,116476822
2022051102,73.46,116476822
2022051103,75.15,116476822
2022051104,76.45,116476822
2022051105,73.66,116476822
2022051106,66.78,116476822
2022051107,61.83,116476822
2022051108,62.84,116476822
2022051109,64.12,116476822
2022051110,63.69,116476822
2022051111,62.32,116476822
2022051112,60.95,116476822
2022051113,60.27,116476822
2022051114,60.60,116476822
2022051115,61.80,116476822
2022051116,65.17,116476822
2022051117,74.29,116476822
2022051118,86.21,116476822
2022051119,89.42,116476822
2022051120,91.52,116476822
2022051121,93.53,116476822
2022051122,95.52,116476822
2022051123,95.42,116476822
2022051200,94.41,116476822
2022051201,94.44,116476822
2022051202,95.49,116476822
2022051203,96.57,116476822
2022051204,97.76,116476822
2022051205,93.27,116476822
2022051206,86.27,116476822
2022051207,80.32,116476822
2022051208,77.00,116476822
2022051209,73.43,116476822
2022051210,69.59,116476822
2022051211,65.77,116476822
2022051212,62.96,116476822
2022051213,62.01,116476822
2022051214,62.53,116476822
2022051215,64.44,116476822
2022051216,68.42,116476822
2022051217,75.64,116476822
2022051218,87.30,116476822
2022051219,94.32,116476822
2022051220,96.19,116476822
2022051221,98.36,116476822
2022051222,99.32,116476822
2022051223,99.03,116476822
2022051300,98.08,116476822
2022051301,97.65,116476822
2022051302,98.41,116476822
2022051303,99.17,116476822
2022051304,100.00,116476822
2022051305,96.48,116476822
2022051306,90.17,116476822
2022051307,83.63,116476822
2022051308,77.72,116476822
2022051309,74.61,116476822
2022051310,72.91,116476822
2022051311,71.79,116476822
2022051312,72.05,116476822
2022051313,73.67,116476822
2022051314,76.09,116476822
2022051315,78.92,116476822
2022051316,81.71,116476822
2022051317,85.10,116476822
2022051318,90.18,116476822
2022051319,95.20,116476822
2022051320,96.43,116476822
2022051321,97.25,116476822
2022051322,97.71,116476822
2022051323,97.69,116476822
2022051400,97.48,116476822
2022051401,97.53,116476822
2022051402,97.45,116476822
2022051403,96.85,116476822
2022051404,97.37,116476822
2022051405,95.17,116476822
2022051406,90.43,116476822
2022051407,85.15,116476822
2022051408,80.41,116476822
2022051409,75.86,116476822
2022051410,73.48,116476822
2022051411,74.57,116476822
2022051412,77.36,116476822
2022051413,80.57,116476822
2022051414,84.58,116476822
2022051415,87.92,116476822
2022051416,91.18,116476822
2022051417,94.27,116476822
2022051418,96.77,116476822
2022051419,97.66,116476822
2022051420,97.42,116476822
2022051421,97.41,116476822
2022051422,97.38,116476822
2022051423,97.48,116476822
2022051500,97.52,116476822
2022051501,97.60,116476822
2022051502,97.62,116476822
2022051503,97.59,116476822
2022051504,97.81,116476822
2022051505,96.78,116476822
2022051506,95.09,116476822
2022051507,90.58,116476822
2022051508,80.41,116476822
2022051509,71.27,116476822
2022051510,66.47,116476822
2022051511,64.78,116476822
2022051512,65.02,116476822
2022051513,66.35,116476822
2022051514,68.07,116476822
2022051515,70.69,116476822
2022051516,75.04,116476822
2022051517,82.16,116476822
2022051518,91.07,116476822
2022051519,95.74,116476822
2022051520,97.06,116476822
2022051521,98.09,116476822
2022051522,98.17,116476822
2022051523,98.41,116476822
2022051600,98.87,116476822
2022051601,99.10,116476822
2022051602,99.35,116476822
2022051603,99.42,116476822
2022051604,99.24,116476822
2022051605,97.35,116476822
2022051606,95.22,116476822
2022051607,90.02,116476822
2022051608,80.81,116476822
2022051609,74.84,116476822
2022051610,71.08,116476822
2022051611,69.12,116476822
2022051612,68.26,116476822
2022051613,72.47,116476822
2022051614,82.17,116476822
2022051615,87.97,116476822
2022051616,89.82,116476822
2022051617,92.41,116476822
2022051618,95.90,116476822
2022051619,97.45,116476822
2022051620,90.27,116476822
2022051621,81.97,116476822
2022051622,79.73,116476822
2022051623,81.83,116476822
2022051700,83.40,116476822
2022051701,85.96,116476822
2022051702,91.82,116476822
2022051703,95.66,116476822
2022051704,98.27,116476822
2022051705,93.03,116476822
2022051706,85.34,116476822
2022051707,77.57,116476822
2022051708,68.98,116476822
2022051709,61.32,116476822
2022051710,55.42,116476822
2022051711,51.71,116476822
2022051712,50.16,116476822
2022051713,50.37,116476822
2022051714,50.37,116476822
2022051715,51.20,116476822
2022051716,53.09,116476822
2022051717,58.73,116476822
2022051718,67.58,116476822
2022051719,74.38,116476822
2022051720,77.79,116476822
2022051721,81.83,116476822
2022051722,85.71,116476822
2022051723,87.79,116476822
2023061900,73.42,169576529
2023061901,74.74,169576529
2023061902,76.70,169576529
2023061903,78.15,169576529
2023061904,78.73,169576529
2023061905,77.71,169576529
2023061906,85.48,169576529
2023061907,90.32,169576529
2023061908,84.55,169576529
2023061909,72.02,169576529
2023061910,63.95,169576529
2023061911,60.53,169576529
2023061912,58.65,169576529
2023061913,57.54,169576529
2023061914,57.07,169576529
2023061915,57.58,169576529
2023061916,59.10,169576529
2023061917,62.30,169576529
2023061918,70.08,169576529
2023061919,71.09,169576529
2023061920,67.16,169576529
2023061921,71.75,169576529
2023061922,79.26,169576529
2023061923,84.60,169576529
2023062000,87.33,169576529
2023062001,88.64,169576529
2023062002,89.45,169576529
2023062003,90.35,169576529
2023062004,91.95,169576529
2023062005,92.26,169576529
2023062006,90.25,169576529
2023062007,89.30,169576529
2023062008,84.88,169576529
2023062009,80.60,169576529
2023062010,74.87,169576529
2023062011,69.84,169576529
2023062012,66.66,169576529
2023062013,64.30,169576529
2023062014,62.51,169576529
2023062015,60.94,169576529
2023062016,59.90,169576529
2023062017,60.56,169576529
2023062018,64.87,169576529
2023062019,78.25,169576529
2023062020,82.72,169576529
2023062021,86.60,169576529
2023062022,91.07,169576529
2023062023,94.25,169576529
2023062100,96.84,169576529
2023062101,97.94,169576529
2023062102,98.75,169576529
2023062103,99.77,169576529
2023062104,99.89,169576529
2023062105,95.96,169576529
2023062106,91.40,169576529
2023062107,82.37,169576529
2023062108,73.98,169576529
2023062109,68.07,169576529
2023062110,64.43,169576529
2023062111,62.69,169576529
2023062112,63.67,169576529
2023062113,63.27,169576529
2023062114,61.13,169576529
2023062115,59.43,169576529
2023062116,59.19,169576529
2023062117,60.88,169576529
2023062118,65.52,169576529
2023062119,75.71,169576529
2023062120,82.64,169576529
2023062121,84.79,169576529
2023062122,86.96,169576529
2023062123,88.50,169576529
2023062200,89.78,169576529
2023062201,90.58,169576529
2023062202,91.04,169576529
2023062203,92.54,169576529
2023062204,94.54,169576529
2023062205,95.63,169576529
2023062206,93.02,169576529
2023062207,90.88,169576529
2023062208,86.62,169576529
2023062209,78.72,169576529
2023062210,70.32,169576529
2023062211,66.83,169576529
2023062212,64.98,169576529
2023062213,65.40,169576529
2023062214,72.12,169576529
2023062215,83.71,169576529
2023062216,88.17,169576529
2023062217,87.52,169576529
2023062218,86.89,169576529
2023062219,90.06,169576529
2023062220,92.90,169576529
2023062221,93.57,169576529
2023062222,95.69,169576529
2023062223,97.10,169576529
2023062300,97.27,169576529
2023062301,96.88,169576529
2023062302,95.86,169576529
2023062303,95.34,169576529
2023062304,94.37,169576529
2023062305,93.00,169576529
2023062306,91.19,169576529
2023062307,87.16,169576529
2023062308,80.79,169576529
2023062309,73.60,169576529
2023062310,68.80,169576529
2023062311,66.16,169576529
2023062312,64.08,169576529
2023062313,63.16,169576529
2023062314,61.90,169576529
2023062315,61.19,169576529
2023062316,61.08,169576529
2023062317,62.75,169576529
2023062318,68.56,169576529
2023062319,78.90,169576529
2023062320,88.10,169576529
2023062321,91.10,169576529
2023062322,93.55,169576529
2023062323,96.26,169576529
2023062400,97.09,169576529
2023062401,96.37,169576529
2023062402,92.22,169576529
2023062403,87.40,169576529
2023062404,83.84,169576529
2023062405,85.97,169576529
2023062406,79.63,169576529
2023062407,68.40,169576529
2023062408,59.44,169576529
2023062409,57.71,169576529
2023062410,57.09,169576529
2023062411,56.52,169576529
2023062412,55.89,169576529
2023062413,55.28,169576529
2023062414,54.76,169576529
2023062415,54.78,169576529
2023062416,55.20,169576529
2023062417,56.60,169576529
2023062418,61.42,169576529
2023062419,72.75,169576529
2023062420,80.88,169576529
2023062421,82.23,169576529
2023062422,84.05,169576529
2023062423,85.50,169576529
2023062500,86.66,169576529
2023062501,87.76,169576529
2023062502,88.69,169576529
2023062503,89.28,169576529
2023062504,89.31,169576529
2023062505,83.65,169576529
2023062506,73.26,169576529
2023062507,67.57,169576529
2023062508,58.05,169576529
2023062509,56.50,169576529
2023062510,55.24,169576529
2023062511,54.15,169576529
2023062512,53.35,169576529
2023062513,52.65,169576529
2023062514,52.22,169576529
2023062515,52.01,169576529
2023062516,52.51,169576529
2023062517,54.22,169576529
2023062518,57.77,169576529
2023062519,68.57,169576529
2023062520,73.35,169576529
2023062521,77.71,169576529
2023062522,80.60,169576529
2023062523,81.64,169576529
2023062600,82.47,169576529
2023062601,82.92,169576529
2023062602,83.17,169576529
2023062603,82.94,169576529
2023062604,82.17,169576529
2023062605,75.58,169576529
2023062606,69.56,169576529
2023062607,66.50,169576529
2023062608,65.12,169576529
2023062609,65.37,169576529
2023062610,65.62,169576529
2023062611,66.86,169576529
2023062612,67.53,169576529
2023062613,64.77,169576529
2023062614,58.44,169576529
2023062615,54.26,169576529
2023062616,54.64,169576529
2023062617,58.40,169576529
2023062618,63.50,169576529
2023062619,69.84,169576529
2023062620,75.38,169576529
2023062621,81.50,169576529
2023062622,88.66,169576529
2023062623,91.38,169576529
2023062700,92.83,169576529
2023062701,93.62,169576529
2023062702,94.82,169576529
2023062703,95.59,169576529
2023062704,96.90,169576529
2023062705,88.37,169576529
2023062706,80.98,169576529
2023062707,71.69,169576529
2023062708,68.38,169576529
2023062709,65.25,169576529
2023062710,59.42,169576529
2023062711,55.19,169576529
2023062712,53.08,169576529
2023062713,52.42,169576529
2023062714,51.86,169576529
2023062715,51.29,169576529
2023062716,51.90,169576529
2023062717,54.46,169576529
2023062718,60.98,169576529
2023062719,71.58,169576529
2023062720,81.26,169576529
2023062721,85.56,169576529
2023062722,90.14,169576529
2023062723,92.33,169576529
2023062800,94.11,169576529
2023062801,95.78,169576529
2023062802,96.88,169576529
2023062803,97.56,169576529
2023062804,96.94,169576529
2023062805,92.84,169576529
2023062806,85.58,169576529
2023062807,73.51,169576529
2023062808,63.91,169576529
2023062809,58.92,169576529
2023062810,56.50,169576529
2023062811,54.97,169576529
2023062812,54.20,169576529
2023062813,53.93,169576529
2023062814,54.24,169576529
2023062815,55.54,169576529
2023062816,57.59,169576529
2023062817,61.16,169576529
2023062818,65.30,169576529
2023062819,74.68,169576529
2023062820,84.78,169576529
2023062821,86.00,169576529
2023062822,86.07,169576529
2023062823,85.21,169576529
2023062900,86.34,169576529
2023062901,88.49,169576529
2023062902,90.52,169576529
2023062903,92.01,169576529
2023062904,92.14,169576529
2023062905,87.49,169576529
2023062906,78.65,169576529
2023062907,68.35,169576529
2023062908,63.39,169576529
2023062909,60.58,169576529
2023062910,58.86,169576529
2023062911,58.48,169576529
2023062912,61.09,169576529
2023062913,65.04,169576529
2023062914,66.83,169576529
2023062915,65.90,169576529
2023062916,64.62,169576529
2023062917,66.45,169576529
2023062918,73.67,169576529
2023062919,83.12,169576529
2023062920,83.95,169576529
2023062921,86.39,169576529
2023062922,90.08,169576529
2023062923,93.35,169576529
2023063000,95.91,169576529
2023063001,96.92,169576529
2023063002,97.24,169576529
2023063003,97.00,169576529
2023063004,96.31,169576529
2023063005,95.59,169576529
2023063006,94.02,169576529
2023063007,91.68,169576529
2023063008,88.92,169576529
2023063009,85.13,169576529
2023063010,79.51,169576529
2023063011,71.12,169576529
2023063012,62.25,169576529
2023063013,56.98,169576529
2023063014,54.11,169576529
2023063015,52.47,169576529
2023063016,52.24,169576529
2023063017,54.39,169576529
2023063018,58.80,169576529
2023063019,70.75,169576529
2023063020,80.77,169576529
2023063021,80.98,169576529
2023063022,80.51,169576529
2023063023,82.21,169576529
2023070100,84.50,169576529
2023070101,85.69,169576529
2023070102,84.96,169576529
2023070103,82.24,169576529
2023070104,79.75,169576529
2023070105,75.54,169576529
2023070106,68.99,169576529
2023070107,59.17,169576529
2023070108,51.69,169576529
2023070109,49.25,169576529
2023070110,52.26,169576529
2023070111,61.96,169576529
2023070112,71.09,169576529
2023070113,74.70,169576529
2023070114,74.21,169576529
2023070115,73.98,169576529
2023070116,74.47,169576529
2023070117,76.87,169576529
2023070118,82.90,169576529
2023070119,89.86,169576529
2023070120,94.01,169576529
2023070121,96.18,169576529
2023070122,95.62,169576529
2023070123,95.50,169576529
2023070200,96.10,169576529
2023070201,97.36,169576529
2023070202,97.57,169576529
2023070203,97.56,169576529
2023070204,97.66,169576529
2023070205,96.31,169576529
2023070206,93.87,169576529
2023070207,90.50,169576529
2023070208,84.02,169576529
2023070209,72.01,169576529
2023070210,61.96,169576529
2023070211,57.96,169576529
2023070212,53.89,169576529
2023070213,51.64,169576529
2023070214,51.01,169576529
2023070215,51.46,169576529
2023070216,51.55,169576529
2023070217,52.64,169576529
2023070218,55.82,169576529
2023070219,63.22,169576529
2023070220,74.44,169576529
2023070221,77.04,169576529
2023070222,77.53,169576529
2023070223,77.98,169576529
2023070300,79.28,169576529
2023070301,82.58,169576529
2023070302,89.35,169576529
2023070303,88.05,169576529
2023070304,88.98,169576529
2023070305,84.52,169576529
2023070306,76.38,169576529
2023070307,67.58,169576529
2023070308,59.83,169576529
2023070309,54.97,169576529
2023070310,51.64,169576529
2023070311,49.36,169576529
2023070312,48.58,169576529
2023070313,49.33,169576529
2023070314,50.35,169576529
2023070315,52.01,169576529
2023070316,52.60,169576529
2023070317,54.08,169576529
