id,date_string,coordinates,PowderyMildew,longitude,latitude,year,month,day,Humidity
114425162,2022-05-01T16:30:56+02:00,"[14.5758680999, 50.0248155211]",False,14.5758680999,50.0248155211,2022,5,1,68.19125000000001
209800320,2024-04-26T17:32:54+02:00,"[14.5061715692, 50.0038257994]",False,14.5061715692,50.0038257994,2024,4,26,68.66875
158273255,2023-04-30T09:20:00+02:00,"[14.5516380795, 50.094872787]",False,14.5516380795,50.094872787,2023,4,30,76.61291666666668
113812771,2022-04-30T16:52:14+02:00,"[14.53534678, 50.05097243]",False,14.53534678,50.05097243,2022,4,30,64.27166666666666
113814018,2022-04-30T16:55:20+02:00,"[14.4680916667, 50.0204716667]",False,14.4680916667,50.0204716667,2022,4,30,64.27166666666666
113716040,2022-04-30T10:12:56+02:00,"[14.4468416667, 49.9879216667]",False,14.4468416667,49.9879216667,2022,4,30,64.27166666666666
111897531,2022-04-17T13:48:38+02:00,"[14.4807295, 50.0394464997]",False,14.4807295,50.0394464997,2022,4,17,66.5225
158697658,2023-04-30T17:32:00+02:00,"[14.5053694439, 50.0974666794]",False,14.5053694439,50.0974666794,2023,4,30,76.61291666666668
158708874,2023-05-01T15:55:23+02:00,"[14.46166605, 49.99910493]",False,14.46166605,49.99910493,2023,5,1,74.67291666666665
113972369,2022-04-30T17:59:59+02:00,"[14.3777980283, 50.0698173479]",False,14.3777980283,50.0698173479,2022,4,30,64.27166666666666
115367308,2022-05-04T16:40:21+02:00,"[14.6084030874, 50.0043388044]",False,14.6084030874,50.0043388044,2022,5,4,70.54958333333333
209660653,2024-04-26T07:20:00+02:00,"[14.3775133333, 50.0160316667]",False,14.3775133333,50.0160316667,2024,4,26,68.66875
211395634,2024-04-27T14:10:58+02:00,"[14.314862250000001, 50.0990028333]",False,14.314862250000001,50.0990028333,2024,4,27,69.78124999999999
76174101,2021-05-01T15:51:53+02:00,"[14.4291222222, 50.0128388889]",False,14.4291222222,50.0128388889,2021,5,1,84.15583333333335
76262517,2021-05-01T14:03:00+02:00,"[14.4241018916, 50.0070086727]",False,14.4241018916,50.0070086727,2021,5,1,84.15583333333335
77015266,2021-05-03T18:47:00+02:00,"[14.4600559722, 50.089001]",False,14.4600559722,50.089001,2021,5,3,75.47791666666666
11514854,2018-04-27T17:43:52+02:00,"[14.555906675, 50.1371428808]",False,14.555906675,50.1371428808,2018,4,27,68.04541666666667
157702376,2023-04-29T19:32:34+02:00,"[14.4277888889, 50.0140527778]",False,14.4277888889,50.0140527778,2023,4,29,86.61125
157619211,2023-04-28T16:50:00+02:00,"[14.4124414142, 50.0416850734]",False,14.4124414142,50.0416850734,2023,4,28,82.11708333333333
159093801,2023-04-28T13:52:00+02:00,"[14.6293199997, 50.1191711]",False,14.6293199997,50.1191711,2023,4,28,82.11708333333333
158596137,2023-04-30T19:18:00+02:00,"[14.4882751554, 50.0580326625]",False,14.4882751554,50.0580326625,2023,4,30,76.61291666666668
158706932,2023-05-01T14:40:24+02:00,"[14.4377704, 50.0065171]",False,14.4377704,50.0065171,2023,5,1,74.67291666666665
158542652,2023-04-28T12:11:23+02:00,"[14.5036003997, 50.0401675]",False,14.5036003997,50.0401675,2023,4,28,82.11708333333333
158604377,2023-04-29T11:41:49+02:00,"[14.4353916667, 50.0562221667]",False,14.4353916667,50.0562221667,2023,4,29,86.61125
158293096,2023-04-30T11:43:00+02:00,"[14.6234733333, 50.0997783333]",False,14.6234733333,50.0997783333,2023,4,30,76.61291666666668
157519293,2023-04-29T12:40:28+02:00,"[14.48360206, 50.1253252]",False,14.48360206,50.1253252,2023,4,29,86.61125
43046245,2020-04-24T09:18:12+02:00,"[14.4514581, 49.9881472]",False,14.4514581,49.9881472,2020,4,24,58.87916666666667
43305718,2020-04-25T14:34:11+02:00,"[14.5226615026, 50.0562605798]",False,14.5226615026,50.0562605798,2020,4,25,70.46083333333333
44090190,2020-04-26T16:38:50+02:00,"[14.36381167, 50.04483883]",False,14.36381167,50.04483883,2020,4,26,65.26958333333334
114135385,2022-05-01T09:55:24+02:00,"[14.335985, 50.0941374]",False,14.335985,50.0941374,2022,5,1,68.19125000000001
113341075,2022-04-29T10:38:59+02:00,"[14.3999633333, 50.0754133333]",False,14.3999633333,50.0754133333,2022,4,29,63.99458333333333
77005925,2021-05-03T19:33:42+02:00,"[14.495818120100001, 50.0471236041]",False,14.495818120100001,50.0471236041,2021,5,3,75.47791666666666
75921281,2021-04-30T15:46:40+02:00,"[14.429925, 50.1404138333]",False,14.429925,50.1404138333,2021,4,30,73.05708333333335
210423581,2024-04-27T12:21:00+02:00,"[14.3810283333, 50.0413366667]",False,14.3810283333,50.0413366667,2024,4,27,69.78124999999999
210719353,2024-04-28T12:02:32+02:00,"[14.51975, 50.01787]",False,14.51975,50.01787,2024,4,28,74.43833333333333
76943140,2021-05-03T14:50:58+02:00,"[14.4435083333, 50.0095805556]",False,14.4435083333,50.0095805556,2021,5,3,75.47791666666666
113366445,2022-04-29T13:38:14+02:00,"[14.5023244409, 50.0404435545]",False,14.5023244409,50.0404435545,2022,4,29,63.99458333333333
113341350,2022-04-29T10:40:57+02:00,"[14.4000660208, 50.0749398071]",False,14.4000660208,50.0749398071,2022,4,29,63.99458333333333
45078130,2020-05-04T16:54:18+02:00,"[14.3550817161, 50.0665578317]",False,14.3550817161,50.0665578317,2020,5,4,69.80333333333336
210954011,2024-04-28T10:50:54+02:00,"[14.3897416667, 50.0418916667]",False,14.3897416667,50.0418916667,2024,4,28,74.43833333333333
76630702,2021-05-02T20:20:39+02:00,"[14.3777771, 50.1386656]",False,14.3777771,50.1386656,2021,5,2,87.91250000000001
76449771,2021-04-30T16:03:23+02:00,"[14.3206333333, 50.0944638333]",False,14.3206333333,50.0944638333,2021,4,30,73.05708333333335
78875092,2021-05-11T11:25:37+02:00,"[14.5309711997, 50.0230723]",False,14.5309711997,50.0230723,2021,5,11,77.46083333333333
139438095,2022-10-20T16:18:24+02:00,"[14.4269805556, 50.0154166667]",False,14.4269805556,50.0154166667,2022,10,20,81.30291666666668
158681136,2023-04-30T15:54:00+02:00,"[14.4646909174, 50.084434349]",False,14.4646909174,50.084434349,2023,4,30,76.61291666666668
75817597,2021-04-30T15:31:25+02:00,"[14.41638, 50.1156611667]",False,14.41638,50.1156611667,2021,4,30,73.05708333333335
75877330,2021-04-30T19:28:32+02:00,"[14.428725, 50.0126805556]",False,14.428725,50.0126805556,2021,4,30,73.05708333333335
79951594,2021-05-23T11:05:07+02:00,"[14.3555825278, 50.0443578333]",False,14.3555825278,50.0443578333,2021,5,23,80.78583333333333
81355633,2021-06-02T17:13:00+02:00,"[14.457603, 50.04576]",False,14.457603,50.04576,2021,6,2,71.12000000000002
158711118,2023-05-01T17:46:00+02:00,"[14.350609796, 50.0419109872]",False,14.350609796,50.0419109872,2023,5,1,74.67291666666665
158755768,2023-04-30T11:10:08+02:00,"[14.57058967, 50.0953435797]",False,14.57058967,50.0953435797,2023,4,30,76.61291666666668
114797555,2022-05-02T15:27:21+02:00,"[14.4166, 49.9987027778]",False,14.4166,49.9987027778,2022,5,2,68.3
157712046,2023-04-29T17:28:00+02:00,"[14.5753192529, 50.0251356045]",False,14.5753192529,50.0251356045,2023,4,29,86.61125
43094260,2020-04-24T12:23:28+02:00,"[14.43343667, 50.1153945]",False,14.43343667,50.1153945,2020,4,24,58.87916666666667
76558028,2021-05-02T17:08:33+02:00,"[14.437837, 50.1273049]",False,14.437837,50.1273049,2021,5,2,87.91250000000001
76872676,2021-05-03T10:02:42+02:00,"[14.4739557351, 50.1405967201]",False,14.4739557351,50.1405967201,2021,5,3,75.47791666666666
210214384,2024-04-25T17:09:10+02:00,"[14.3646365953, 50.0646652073]",False,14.3646365953,50.0646652073,2024,4,25,78.91958333333332
208544950,2024-04-20T16:01:59+02:00,"[14.4178501, 50.0033472]",False,14.4178501,50.0033472,2024,4,20,84.74416666666667
26046421,2019-05-30T09:04:24+02:00,"[14.4588087872, 50.0235998305]",False,14.4588087872,50.0235998305,2019,5,30,58.14875
126649602,2022-07-17T10:52:54+02:00,"[14.36725, 50.0275388333]",False,14.36725,50.0275388333,2022,7,17,52.595416666666665
75871464,2021-04-30T15:21:00+02:00,"[14.464831, 50.0844379722]",False,14.464831,50.0844379722,2021,4,30,73.05708333333335
76093533,2021-05-01T12:50:11+02:00,"[14.4496189524, 50.0575561356]",False,14.4496189524,50.0575561356,2021,5,1,84.15583333333335
158634942,2023-05-01T15:52:30+02:00,"[14.47749906, 49.9628390909]",False,14.47749906,49.9628390909,2023,5,1,74.67291666666665
157078955,2023-04-28T12:00:28+02:00,"[14.5000166667, 50.03833]",False,14.5000166667,50.03833,2023,4,28,82.11708333333333
158026483,2023-04-30T10:47:24+02:00,"[14.4677093625, 50.0816556618]",False,14.4677093625,50.0816556618,2023,4,30,76.61291666666668
158129637,2023-04-30T15:38:12+02:00,"[14.3970866667, 49.974155]",False,14.3970866667,49.974155,2023,4,30,76.61291666666668
113893505,2022-04-29T11:09:00+02:00,"[14.628612, 50.119954]",False,14.628612,50.119954,2022,4,29,63.99458333333333
113556091,2022-04-29T18:06:00+02:00,"[14.4750382761, 50.08769465]",False,14.4750382761,50.08769465,2022,4,29,63.99458333333333
114214499,2022-05-01T11:19:33+02:00,"[14.433945, 50.1204133333]",False,14.433945,50.1204133333,2022,5,1,68.19125000000001
114323083,2022-05-01T10:31:00+02:00,"[14.3696150347, 50.0322907085]",False,14.3696150347,50.0322907085,2022,5,1,68.19125000000001
114894122,2022-05-01T14:20:31+02:00,"[14.3734770033, 50.111867201]",False,14.3734770033,50.111867201,2022,5,1,68.19125000000001
115887198,2022-05-07T13:58:02+02:00,"[14.4504273173, 50.0020581171]",False,14.4504273173,50.0020581171,2022,5,7,71.09458333333333
113436843,2022-04-29T16:51:42+02:00,"[14.5306644961, 50.0527854746]",False,14.5306644961,50.0527854746,2022,4,29,63.99458333333333
42666805,2020-04-20T16:11:00+02:00,"[14.55713607, 50.03826317]",False,14.55713607,50.03826317,2020,4,20,62.181666666666665
43949652,2020-04-26T14:53:00+02:00,"[14.4000407672, 50.0746627986]",False,14.4000407672,50.0746627986,2020,4,26,65.26958333333334
49353865,2020-06-12T13:29:00+02:00,"[14.3070992117, 50.0595275696]",False,14.3070992117,50.0595275696,2020,6,12,75.95208333333335
13231996,2018-06-08T12:31:38+02:00,"[14.4152302668, 50.1203655918]",False,14.4152302668,50.1203655918,2018,6,8,71.47833333333334
23109450,2019-04-26T10:38:13+02:00,"[14.3481815828, 50.1088710859]",False,14.3481815828,50.1088710859,2019,4,26,69.18875
76888264,2021-05-03T09:32:00+02:00,"[14.6291704697, 50.1215367164]",False,14.6291704697,50.1215367164,2021,5,3,75.47791666666666
76955759,2021-05-03T16:52:04+00:00,"[14.435959, 50.0165429722]",False,14.435959,50.0165429722,2021,5,3,75.47791666666666
76890734,2021-05-03T11:55:32+02:00,"[14.415853126, 49.9888985418]",False,14.415853126,49.9888985418,2021,5,3,75.47791666666666
76467414,2021-05-02T10:55:16+02:00,"[14.41481649, 50.0031048645]",False,14.41481649,50.0031048645,2021,5,2,87.91250000000001
210650957,2024-04-27T17:01:51+02:00,"[14.4015168026, 49.9889447004]",False,14.4015168026,49.9889447004,2024,4,27,69.78124999999999
210435511,2024-04-27T13:24:00+02:00,"[14.3603483333, 50.037395]",False,14.3603483333,50.037395,2024,4,27,69.78124999999999
210674043,2024-04-27T17:01:51+02:00,"[14.4013464823, 49.9890100153]",False,14.4013464823,49.9890100153,2024,4,27,69.78124999999999
209801648,2024-04-26T12:05:11+02:00,"[14.4569788501, 49.981919489]",False,14.4569788501,49.981919489,2024,4,26,68.66875
157059812,2023-04-28T12:11:08+02:00,"[14.50229148, 50.03962584]",False,14.50229148,50.03962584,2023,4,28,82.11708333333333
157228918,2023-04-28T17:32:22+02:00,"[14.5451504365, 50.0537789567]",False,14.5451504365,50.0537789567,2023,4,28,82.11708333333333
43920745,2020-04-27T18:23:49+02:00,"[14.6245649457, 50.1798852347]",False,14.6245649457,50.1798852347,2020,4,27,60.92041666666666
43599071,2020-04-26T12:44:01+02:00,"[14.4959111139, 50.0144892084]",False,14.4959111139,50.0144892084,2020,4,26,65.26958333333334
43062407,2020-04-24T12:28:39+02:00,"[14.4971929513, 50.0481332571]",False,14.4971929513,50.0481332571,2020,4,24,58.87916666666667
114378971,2022-05-01T14:04:00+02:00,"[14.3686924462, 50.0505930072]",False,14.3686924462,50.0505930072,2022,5,1,68.19125000000001
114774863,2022-05-02T18:12:43+02:00,"[14.3490666667, 49.97798]",False,14.3490666667,49.97798,2022,5,2,68.3
114787611,2022-05-02T15:23:28+02:00,"[14.4693641661, 50.0916976928]",False,14.4693641661,50.0916976928,2022,5,2,68.3
114130598,2022-04-30T19:43:06+02:00,"[14.3723789319, 50.0352808236]",False,14.3723789319,50.0352808236,2022,4,30,64.27166666666666
115055079,2022-05-02T11:17:22+02:00,"[14.3206881412, 50.0943581435]",False,14.3206881412,50.0943581435,2022,5,2,68.3
114206257,2022-05-01T15:18:03+02:00,"[14.3505443539, 50.0354100578]",False,14.3505443539,50.0354100578,2022,5,1,68.19125000000001
115938806,2022-05-07T16:40:28+02:00,"[14.621883, 50.0367999722]",False,14.621883,50.0367999722,2022,5,7,71.09458333333333
134264838,2022-09-09T07:24:41+02:00,"[14.3844788152, 50.0107066314]",False,14.3844788152,50.0107066314,2022,9,9,73.11625
23357276,2019-04-27T13:25:47+02:00,"[14.4650878801, 50.1208443771]",False,14.4650878801,50.1208443771,2019,4,27,74.88291666666666
23636462,2019-04-28T16:18:04+00:00,"[14.51896957, 50.04784084]",False,14.51896957,50.04784084,2019,4,28,71.14708333333333
76920722,2021-05-03T13:35:03+02:00,"[14.387916, 49.9646129722]",False,14.387916,49.9646129722,2021,5,3,75.47791666666666
76885279,2021-05-03T08:55:46+02:00,"[14.4676439, 50.020341]",False,14.4676439,50.020341,2021,5,3,75.47791666666666
76867567,2021-05-03T07:52:00+02:00,"[14.4759284344, 50.0937666161]",False,14.4759284344,50.0937666161,2021,5,3,75.47791666666666
114696521,2022-05-02T16:32:32+02:00,"[14.4560601, 50.06271355]",False,14.4560601,50.06271355,2022,5,2,68.3
114237640,2022-05-01T17:02:07+02:00,"[14.5229540672, 50.0596473366]",False,14.5229540672,50.0596473366,2022,5,1,68.19125000000001
114313106,2022-04-30T16:15:02+02:00,"[14.5299777778, 50.0999027778]",False,14.5299777778,50.0999027778,2022,4,30,64.27166666666666
113341278,2022-04-29T10:40:39+02:00,"[14.4000489575, 50.0746716957]",False,14.4000489575,50.0746716957,2022,4,29,63.99458333333333
113356338,2022-04-29T12:17:54+02:00,"[14.4002049, 50.07553193]",False,14.4002049,50.07553193,2022,4,29,63.99458333333333
111547519,2022-04-15T17:27:24+02:00,"[14.4268611111, 50.0155277778]",False,14.4268611111,50.0155277778,2022,4,15,82.34875
160767639,2023-05-08T14:32:16+02:00,"[14.3221916667, 50.0478221667]",False,14.3221916667,50.0478221667,2023,5,8,71.53083333333333
176285693,2023-07-27T16:14:00+02:00,"[14.3228504312, 50.0945510155]",False,14.3228504312,50.0945510155,2023,7,27,65.90083333333334
116529891,2022-05-11T09:59:27+02:00,"[14.5600180514, 50.09475376]",False,14.5600180514,50.09475376,2022,5,11,61.74583333333334
157125517,2023-04-28T12:00:00+02:00,"[14.4999805556, 50.0376472222]",False,14.4999805556,50.0376472222,2023,4,28,82.11708333333333
157154449,2023-04-28T17:23:21+02:00,"[14.600624973, 50.0805339497]",False,14.600624973,50.0805339497,2023,4,28,82.11708333333333
43949049,2020-04-27T18:06:55+02:00,"[14.6246571466, 50.0147130567]",False,14.6246571466,50.0147130567,2020,4,27,60.92041666666666
43409077,2020-04-25T17:21:03+02:00,"[14.5495038889, 50.0414977778]",False,14.5495038889,50.0414977778,2020,4,25,70.46083333333333
48354599,2020-06-03T15:28:00+02:00,"[14.2937220337, 50.0435324186]",False,14.2937220337,50.0435324186,2020,6,3,70.12458333333333
209548218,2024-04-26T09:30:13+02:00,"[14.4000083333, 50.0745971667]",False,14.4000083333,50.0745971667,2024,4,26,68.66875
209779382,2024-04-26T13:46:00+02:00,"[14.5773633333, 50.0240233333]",False,14.5773633333,50.0240233333,2024,4,26,68.66875
252405086,2024-11-20T14:52:30+00:00,"[1.3981243841, 51.379672568]",False,1.3981243841,51.379672568,2024,11,20,84.06083333333332
252405152,2024-11-20T14:53:16+00:00,"[1.3981194931, 51.3796822127]",False,1.3981194931,51.3796822127,2024,11,20,84.06083333333332
253396240,2024-11-28T12:46:01+00:00,"[1.3982933325, 51.3796586668]",False,1.3982933325,51.3796586668,2024,11,28,87.71249999999999
176835260,2023-08-05T14:40:57+01:00,"[1.23518331, 51.37736954]",False,1.23518331,51.37736954,2023,8,5,85.83041666666668
252405120,2024-11-20T14:53:00+00:00,"[1.3981350667, 51.3796936985]",False,1.3981350667,51.3796936985,2024,11,20,84.06083333333332
253397628,2024-11-28T13:14:54+00:00,"[1.398199691, 51.3796609239]",False,1.398199691,51.3796609239,2024,11,28,87.71249999999999
55423032,2020-07-03T10:42:00+02:00,"[14.1748770594, 49.9537111242]",False,14.1748770594,49.9537111242,2020,7,3,68.43208333333335
159815028,2023-05-04T17:41:51+02:00,"[14.420155, 49.929745]",False,14.420155,49.929745,2023,5,4,70.60041666666666
35253084,2019-11-03T16:02:00+00:00,"[-2.9305875249, 53.4320342557]",False,-2.9305875249,53.4320342557,2019,11,3,92.67708333333333
35896243,2019-11-20T15:37:00+00:00,"[-2.9181819445, 53.4380106072]",False,-2.9181819445,53.4380106072,2019,11,20,92.36166666666668
131864007,2022-08-18T15:22:00+01:00,"[-2.8321407269, 53.422229377]",False,-2.8321407269,53.422229377,2022,8,18,84.91416666666667
43980652,2020-04-27T14:18:00+01:00,"[-2.9551877198, 53.3719951499]",False,-2.9551877198,53.3719951499,2020,4,27,76.64333333333333
44273904,2020-04-29T18:40:01+02:00,"[-2.8413046, 53.3715467]",False,-2.8413046,53.3715467,2020,4,29,87.75666666666667
159512116,2023-05-01T11:06:00+01:00,"[-2.6776228947, 53.3473249242]",False,-2.6776228947,53.3473249242,2023,5,1,90.3975
23342805,2019-04-27T11:34:51+02:00,"[-2.9340716667, 53.4180133333]",False,-2.9340716667,53.4180133333,2019,4,27,87.65833333333332
157057360,2023-04-28T10:58:48+01:00,"[-2.8807059769, 53.3907745779]",False,-2.8807059769,53.3907745779,2023,4,28,88.99916666666667
32012111,2019-09-02T15:02:00+01:00,"[-2.7239006704, 53.3876477452]",False,-2.7239006704,53.3876477452,2019,9,2,88.40708333333333
32997533,2019-09-18T16:09:00+01:00,"[-2.8763382965, 53.4034408832]",False,-2.8763382965,53.4034408832,2019,9,18,78.81083333333333
48025976,2020-05-31T14:29:00+01:00,"[-2.80717206, 53.4712257689]",False,-2.80717206,53.4712257689,2020,5,31,74.51041666666667
63517823,2020-10-25T14:57:00+00:00,"[-2.7679439618, 53.3580601273]",False,-2.7679439618,53.3580601273,2020,10,25,94.28291666666667
58821442,2020-09-06T09:13:00+01:00,"[-2.8536055083000003, 53.3690811749]",False,-2.8536055083000003,53.3690811749,2020,9,6,87.60083333333336
114618246,2022-05-02T10:54:11+01:00,"[-3.016289858, 53.4752686236]",False,-3.016289858,53.4752686236,2022,5,2,89.33458333333334
119311685,2022-05-19T16:04:00+01:00,"[-2.7210583696, 53.4388648143]",False,-2.7210583696,53.4388648143,2022,5,19,77.43958333333333
176741317,2023-08-04T14:20:00+01:00,"[-2.6500506274999998, 53.426867909]",False,-2.6500506274999998,53.426867909,2023,8,4,83.50999999999999
182706668,2023-09-10T14:35:00+01:00,"[-2.9020491258, 53.3612821367]",False,-2.9020491258,53.3612821367,2023,9,10,92.125
208267983,2024-04-20T14:59:59+01:00,"[-2.6630833333, 53.3808583333]",False,-2.6630833333,53.3808583333,2024,4,20,80.2825
42690674,2020-04-20T10:59:00+01:00,"[-2.6937261457, 53.3844675289]",False,-2.6937261457,53.3844675289,2020,4,20,77.27583333333332
32005959,2019-09-02T13:51:00+01:00,"[-2.7238117691, 53.3875962567]",False,-2.7238117691,53.3875962567,2019,9,2,88.40708333333333
44773235,2020-05-03T14:20:00+01:00,"[-2.9549780962, 53.3716744565]",False,-2.9549780962,53.3716744565,2020,5,3,81.85374999999999
157986420,2023-04-30T08:27:43+01:00,"[-3.038769805, 53.4757838672]",False,-3.038769805,53.4757838672,2023,4,30,92.41250000000001
159449265,2023-04-30T13:44:00+01:00,"[-3.0087091062, 53.4804003509]",False,-3.0087091062,53.4804003509,2023,4,30,92.41250000000001
174160218,2023-07-21T11:56:00+01:00,"[-3.0418240779, 53.4799793376]",False,-3.0418240779,53.4799793376,2023,7,21,83.70791666666666
182706645,2023-09-10T14:33:00+01:00,"[-2.902130828, 53.3612888686]",False,-2.902130828,53.3612888686,2023,9,10,92.125
213740766,2024-04-26T14:29:00+01:00,"[-3.0292583333, 53.4801611111]",False,-3.0292583333,53.4801611111,2024,4,26,76.58750000000002
44796684,2020-05-03T15:49:00+01:00,"[-2.9504482530000002, 53.3703121737]",False,-2.9504482530000002,53.3703121737,2020,5,3,81.85374999999999
32484545,2019-09-10T12:49:00+01:00,"[-2.9647664791, 53.3991439193]",False,-2.9647664791,53.3991439193,2019,9,10,83.90750000000001
119259608,2022-05-19T15:01:00+01:00,"[-2.7203996321, 53.4413060971]",False,-2.7203996321,53.4413060971,2022,5,19,77.43958333333333
157097790,2023-04-28T13:57:25+01:00,"[-2.8323247095, 53.2144408131]",False,-2.8323247095,53.2144408131,2023,4,28,86.96541666666666
229929356,2024-07-17T17:56:46+01:00,"[-2.9577733214, 53.3770974762]",False,-2.9577733214,53.3770974762,2024,7,17,83.20541666666666
213760532,2024-04-27T12:08:00+01:00,"[-2.9077666667, 53.4580416667]",False,-2.9077666667,53.4580416667,2024,4,27,80.58291666666666
31860663,2019-08-31T18:57:59+01:00,"[-2.8249309, 53.3731787]",False,-2.8249309,53.3731787,2019,8,31,82.63166666666667
214808578,2024-05-10T11:14:00+01:00,"[-2.9372717484, 53.3773497302]",False,-2.9372717484,53.3773497302,2024,5,10,77.76958333333336
131864006,2022-08-18T15:22:00+01:00,"[-2.832212476, 53.4222805246]",False,-2.832212476,53.4222805246,2022,8,18,84.91416666666667
175724689,2023-07-30T14:40:58+01:00,"[-2.7853187486, 53.3309739136]",False,-2.7853187486,53.3309739136,2023,7,30,85.885
32491892,2019-09-10T12:47:00+01:00,"[-2.9647293911, 53.3991521868]",False,-2.9647293911,53.3991521868,2019,9,10,83.90750000000001
76869858,2021-04-30T16:36:00+01:00,"[-3.0158027778, 53.4746777778]",False,-3.0158027778,53.4746777778,2021,4,30,76.93249999999999
24366676,2019-05-02T14:24:55+00:00,"[-2.7262224, 53.4191394]",False,-2.7262224,53.4191394,2019,5,2,89.12791666666668
175734448,2023-07-29T15:10:00+01:00,"[-3.0937133333, 53.4226866667]",False,-3.0937133333,53.4226866667,2023,7,29,80.87166666666666
43359546,2020-04-25T16:55:07+02:00,"[-2.8908916618, 53.4426318389]",False,-2.8908916618,53.4426318389,2020,4,25,80.21875000000001
49457081,2020-06-13T17:35:12+02:00,"[-2.7643113071, 53.4610003936]",False,-2.7643113071,53.4610003936,2020,6,13,83.14083333333333
44285140,2020-04-26T14:28:55+02:00,"[-3.00997222, 53.47230833]",False,-3.00997222,53.47230833,2020,4,26,88.335
43688951,2020-04-26T09:48:00+01:00,"[-2.9368083333, 53.3817916667]",False,-2.9368083333,53.3817916667,2020,4,26,88.335
45710818,2020-05-12T14:10:00+01:00,"[-2.6765891083, 53.4278038069]",False,-2.6765891083,53.4278038069,2020,5,12,79.97791666666667
45762655,2020-05-12T16:01:00+01:00,"[-2.6722724371, 53.4318423314]",False,-2.6722724371,53.4318423314,2020,5,12,79.97791666666667
57538172,2020-08-25T10:01:00+01:00,"[-2.8535986352, 53.3690815483]",False,-2.8535986352,53.3690815483,2020,8,25,88.04833333333335
33790763,2019-10-02T13:34:00+01:00,"[-2.7020166667, 53.4651933333]",False,-2.7020166667,53.4651933333,2019,10,2,80.91375000000001
38115613,2020-01-30T11:00:10+00:00,"[-3.0162496753, 53.4752709814]",False,-3.0162496753,53.4752709814,2020,1,30,92.055
22825081,2019-04-21T18:17:02+02:00,"[-2.9074901808, 53.4385704948]",False,-2.9074901808,53.4385704948,2019,4,21,71.24333333333335
23966488,2019-04-29T14:36:40+01:00,"[-2.67660557, 53.42779141]",False,-2.67660557,53.42779141,2019,4,29,83.47000000000001
31718157,2019-08-29T11:24:12+02:00,"[-2.9207187538, 53.3734190866]",False,-2.9207187538,53.3734190866,2019,8,29,84.36749999999999
53650007,2020-07-19T14:01:00+01:00,"[-2.6547956299999997, 53.3761693557]",False,-2.6547956299999997,53.3761693557,2020,7,19,79.11
207903594,2024-04-18T12:01:35+01:00,"[-2.9478400000000002, 53.3689816667]",False,-2.9478400000000002,53.3689816667,2024,4,18,88.01416666666667
23112090,2019-04-26T11:20:34+02:00,"[-2.8089440614, 53.4104811028]",False,-2.8089440614,53.4104811028,2019,4,26,87.14541666666668
27987506,2019-07-01T10:54:19+02:00,"[-2.8152596578, 53.4083727189]",False,-2.8152596578,53.4083727189,2019,7,1,82.08916666666666
159512113,2023-05-01T11:06:00+01:00,"[-2.6777273252000002, 53.3473194541]",False,-2.6777273252000002,53.3473194541,2023,5,1,90.3975
159412063,2023-04-30T10:59:00+01:00,"[-3.0387662104, 53.4757925242]",False,-3.0387662104,53.4757925242,2023,4,30,92.41250000000001
45415663,2020-05-09T15:49:00+01:00,"[-2.7183001342, 53.3976600472]",False,-2.7183001342,53.3976600472,2020,5,9,74.35000000000001
100097577,2021-11-02T14:02:00+00:00,"[-2.9338112035, 53.3807879171]",False,-2.9338112035,53.3807879171,2021,11,2,86.90333333333335
158006698,2023-04-30T10:10:20+01:00,"[-3.0437294437, 53.480629955]",False,-3.0437294437,53.480629955,2023,4,30,92.41250000000001
35886704,2019-11-20T15:53:33+00:00,"[-2.6673916667, 53.2823533333]",False,-2.6673916667,53.2823533333,2019,11,20,94.23333333333335
90259056,2021-08-06T15:17:00+01:00,"[-2.7210912130000002, 53.4387334896]",False,-2.7210912130000002,53.4387334896,2021,8,6,86.22250000000001
90187953,2021-08-06T14:48:00+01:00,"[-2.7201491278, 53.4386261382]",False,-2.7201491278,53.4386261382,2021,8,6,86.22250000000001
43435836,2020-04-25T14:17:00+01:00,"[-2.88023, 53.3913783333]",False,-2.88023,53.3913783333,2020,4,25,80.21875000000001
131378351,2022-08-18T15:30:00+01:00,"[-2.8321547695, 53.4222684799]",False,-2.8321547695,53.4222684799,2022,8,18,84.91416666666667
202279209,2018-09-18T15:39:00+01:00,"[-3.0609160161, 53.4135034504]",False,-3.0609160161,53.4135034504,2018,9,18,85.15291666666666
125627251,2022-07-09T13:21:00+01:00,"[-2.8908814542, 53.4433919463]",False,-2.8908814542,53.4433919463,2022,7,9,83.01249999999999
222052847,2024-06-11T13:09:00+01:00,"[-2.9339288100000003, 53.3807904952]",False,-2.9339288100000003,53.3807904952,2024,6,11,78.6116666666667
35884688,2019-11-20T14:41:43+00:00,"[-2.9967520852, 53.3321665088]",False,-2.9967520852,53.3321665088,2019,11,20,92.36166666666668
112688129,2022-04-24T17:19:41+01:00,"[-2.8909496562, 53.3416626735]",False,-2.8909496562,53.3416626735,2022,4,24,80.33749999999999
133586706,2022-09-04T10:39:12+01:00,"[-2.8643031791, 53.1941393324]",False,-2.8643031791,53.1941393324,2022,9,4,89.34208333333335
180497762,2023-08-27T18:03:26+01:00,"[-2.6855, 53.2860133333]",False,-2.6855,53.2860133333,2023,8,27,90.62874999999998
